1,0.684,Chisinau,Moldova,47.42N,29.61E
2003-11-01,22.846999999999998,0.419,Chittaurgarh,India,24.92N,74.48E
2003-12-01,18.135,0.33799999999999997,Chittaurgarh,India,24.92N,74.48E
2004-01-01,16.933999999999994,0.39799999999999996,Chittaurgarh,India,24.92N,74.48E
2004-02-01,20.477,0.319,Chittaurgarh,India,24.92N,74.48E
2004-03-01,27.922,0.38,Chittaurgarh,India,24.92N,74.48E
2004-04-01,32.259,0.21100000000000002,Chittaurgarh,India,24.92N,74.48E
2004-05-01,33.685,0.17800000000000002,Chittaurgarh,India,24.92N,74.48E
2004-06-01,31.986,0.304,Chittaurgarh,India,24.92N,74.48E
2004-07-01,29.905,0.267,Chittaurgarh,India,24.92N,74.48E
2004-08-01,26.846,0.45,Chittaurgarh,India,24.92N,74.48E
2004-09-01,28.635,0.26899999999999996,Chittaurgarh,India,24.92N,74.48E
2004-10-01,25.203000000000003,0.528,Chittaurgarh,India,24.92N,74.48E
2004-11-01,22.66,0.40399999999999997,Chittaurgarh,India,24.92N,74.48E
2004-12-01,18.799,0.293,Chittaurgarh,India,24.92N,74.48E
2005-01-01,15.671,0.355,Chittaurgarh,India,24.92N,74.48E
2005-02-01,19.281,0.19899999999999998,Chittaurgarh,India,24.92N,74.48E
2005-03-01,25.875,0.4,Chittaurgarh,India,24.92N,74.48E
2005-04-01,29.351000000000006,0.565,Chittaurgarh,India,24.92N,74.48E
2005-05-01,33.371,0.358,Chittaurgarh,India,24.92N,74.48E
2005-06-01,33.16,0.46299999999999997,Chittaurgarh,India,24.92N,74.48E
2005-07-01,28.378,0.40700000000000003,Chittaurgarh,India,24.92N,74.48E
2005-08-01,27.601,0.478,Chittaurgarh,India,24.92N,74.48E
2005-09-01,27.557,0.16899999999999998,Chittaurgarh,India,24.92N,74.48E
2005-10-01,25.796999999999997,0.537,Chittaurgarh,India,24.92N,74.48E
2005-11-01,21.955,0.38299999999999995,Chittaurgarh,India,24.92N,74.48E
2005-12-01,16.872,0.24100000000000002,Chittaurgarh,India,24.92N,74.48E
2006-01-01,17.462,0.387,Chittaurgarh,India,24.92N,74.48E
2006-02-01,23.276000000000003,0.368,Chittaurgarh,India,24.92N,74.48E
2006-03-01,24.384,0.519,Chittaurgarh,India,24.92N,74.48E
2006-04-01,30.614,0.6629999999999999,Chittaurgarh,India,24.92N,74.48E
2006-05-01,34.497,0.312,Chittaurgarh,India,24.92N,74.48E
2006-06-01,31.683000000000003,0.38299999999999995,Chittaurgarh,India,24.92N,74.48E
2006-07-01,28.406,0.247,Chittaurgarh,India,24.92N,74.48E
2006-08-01,26.159000000000002,0.632,Chittaurgarh,India,24.92N,74.48E
2006-09-01,27.775,0.386,Chittaurgarh,India,24.92N,74.48E
2006-10-01,26.691999999999997,0.47100000000000003,Chittaurgarh,India,24.92N,74.48E
2006-11-01,22.384,0.46299999999999997,Chittaurgarh,India,24.92N,74.48E
2006-12-01,18.452,0.251,Chittaurgarh,India,24.92N,74.48E
2007-01-01,17.391,0.321,Chittaurgarh,India,24.92N,74.48E
2007-02-01,20.587000000000003,0.376,Chittaurgarh,India,24.92N,74.48E
2007-03-01,24.836,0.19,Chittaurgarh,India,24.92N,74.48E
2007-04-01,31.879,0.42,Chittaurgarh,India,24.92N,74.48E
2007-05-01,33.955999999999996,0.35100000000000003,Chittaurgarh,India,24.92N,74.48E
2007-06-01,32.541,0.317,Chittaurgarh,India,24.92N,74.48E
2007-07-01,28.481,0.379,Chittaurgarh,India,24.92N,74.48E
2007-08-01,27.364,0.369,Chittaurgarh,India,24.92N,74.48E
2007-09-01,28.053,0.483,Chittaurgarh,India,24.92N,74.48E
2007-10-01,25.935,0.293,Chittaurgarh,India,24.92N,74.48E
2007-11-01,22.85,0.27699999999999997,Chittaurgarh,India,24.92N,74.48E
2007-12-01,17.844,0.48200000000000004,Chittaurgarh,India,24.92N,74.48E
2008-01-01,16.11,0.32899999999999996,Chittaurgarh,India,24.92N,74.48E
2008-02-01,17.849,0.513,Chittaurgarh,India,24.92N,74.48E
2008-03-01,26.694000000000003,0.221,Chittaurgarh,India,24.92N,74.48E
2008-04-01,30.129,0.445,Chittaurgarh,India,24.92N,74.48E
2008-05-01,32.729,0.331,Chittaurgarh,India,24.92N,74.48E
2008-06-01,30.299,0.392,Chittaurgarh,India,24.92N,74.48E
2008-07-01,28.426,0.192,Chittaurgarh,India,24.92N,74.48E
2008-08-01,26.869,0.32899999999999996,Chittaurgarh,India,24.92N,74.48E
2008-09-01,27.574,0.35700000000000004,Chittaurgarh,India,24.92N,74.48E
2008-10-01,27.427,0.515,Chittaurgarh,India,24.92N,74.48E
2008-11-01,22.68,0.5670000000000001,Chittaurgarh,India,24.92N,74.48E
2008-12-01,20.102999999999998,0.446,Chittaurgarh,India,24.92N,74.48E
2009-01-01,18.627,0.42700000000000005,Chittaurgarh,India,24.92N,74.48E
2009-02-01,21.717,0.342,Chittaurgarh,India,24.92N,74.48E
2009-03-01,26.718000000000004,0.247,Chittaurgarh,India,24.92N,74.48E
2009-04-01,30.749,0.375,Chittaurgarh,India,24.92N,74.48E
2009-05-01,34.67,0.292,Chittaurgarh,India,24.92N,74.48E
2009-06-01,33.3,0.3,Chittaurgarh,India,24.92N,74.48E
2009-07-01,29.082,0.32799999999999996,Chittaurgarh,India,24.92N,74.48E
2009-08-01,28.323,0.39899999999999997,Chittaurgarh,India,24.92N,74.48E
2009-09-01,29.162,0.431,Chittaurgarh,India,24.92N,74.48E
2009-10-01,26.616999999999997,0.187,Chittaurgarh,India,24.92N,74.48E
2009-11-01,21.986,0.45799999999999996,Chittaurgarh,India,24.92N,74.48E
2009-12-01,19.338,0.589,Chittaurgarh,India,24.92N,74.48E
2010-01-01,17.188,0.396,Chittaurgarh,India,24.92N,74.48E
2010-02-01,20.933000000000003,0.157,Chittaurgarh,India,24.92N,74.48E
2010-03-01,28.366,0.43200000000000005,Chittaurgarh,India,24.92N,74.48E
2010-04-01,32.910000000000004,0.195,Chittaurgarh,India,24.92N,74.48E
2010-05-01,36.016,0.478,Chittaurgarh,India,24.92N,74.48E
2010-06-01,33.57,0.345,Chittaurgarh,India,24.92N,74.48E
2010-07-01,29.097,0.331,Chittaurgarh,India,24.92N,74.48E
2010-08-01,27.467,0.381,Chittaurgarh,India,24.92N,74.48E
2010-09-01,27.086,0.38799999999999996,Chittaurgarh,India,24.92N,74.48E
2010-10-01,27.195,0.449,Chittaurgarh,India,24.92N,74.48E
2010-11-01,22.305,0.455,Chittaurgarh,India,24.92N,74.48E
2010-12-01,16.916,0.336,Chittaurgarh,India,24.92N,74.48E
2011-01-01,15.81,0.25,Chittaurgarh,India,24.92N,74.48E
2011-02-01,20.008000000000006,0.31,Chittaurgarh,India,24.92N,74.48E
2011-03-01,25.628,0.612,Chittaurgarh,India,24.92N,74.48E
2011-04-01,29.998,0.307,Chittaurgarh,India,24.92N,74.48E
2011-05-01,34.106,0.31,Chittaurgarh,India,24.92N,74.48E
2011-06-01,32.056999999999995,0.385,Chittaurgarh,India,24.92N,74.48E
2011-07-01,28.488000000000003,0.353,Chittaurgarh,India,24.92N,74.48E
2011-08-01,27.179000000000002,0.127,Chittaurgarh,India,24.92N,74.48E
2011-09-01,26.729,0.27399999999999997,Chittaurgarh,India,24.92N,74.48E
2011-10-01,26.194000000000003,0.262,Chittaurgarh,India,24.92N,74.48E
2011-11-01,23.315,0.545,Chittaurgarh,India,24.92N,74.48E
2011-12-01,18.408,0.461,Chittaurgarh,India,24.92N,74.48E
2012-01-01,15.432,0.318,Chittaurgarh,India,24.92N,74.48E
2012-02-01,18.623,0.265,Chittaurgarh,India,24.92N,74.48E
2012-03-01,24.941,0.41600000000000004,Chittaurgarh,India,24.92N,74.48E
2012-04-01,30.360000000000007,0.374,Chittaurgarh,India,24.92N,74.48E
2012-05-01,33.559000000000005,0.294,Chittaurgarh,India,24.92N,74.48E
2012-06-01,32.903,0.214,Chittaurgarh,India,24.92N,74.48E
2012-07-01,29.417,0.462,Chittaurgarh,India,24.92N,74.48E
2012-08-01,26.889,0.47600000000000003,Chittaurgarh,India,24.92N,74.48E
2012-09-01,27.231,0.242,Chittaurgarh,India,24.92N,74.48E
2012-10-01,26.014,0.636,Chittaurgarh,India,24.92N,74.48E
2012-11-01,21.595,0.28800000000000003,Chittaurgarh,India,24.92N,74.48E
2012-12-01,18.808,0.507,Chittaurgarh,India,24.92N,74.48E
2013-01-01,16.125,0.257,Chittaurgarh,India,24.92N,74.48E
2013-02-01,19.450000000000006,0.59,Chittaurgarh,India,24.92N,74.48E
2013-03-01,25.118000000000002,0.6940000000000001,Chittaurgarh,India,24.92N,74.48E
2013-04-01,29.956000000000003,0.514,Chittaurgarh,India,24.92N,74.48E
2013-05-01,34.289,0.369,Chittaurgarh,India,24.92N,74.48E
2013-06-01,31.123,0.385,Chittaurgarh,India,24.92N,74.48E
2013-07-01,27.758000000000003,0.33,Chittaurgarh,India,24.92N,74.48E
2013-08-01,26.79,0.17800000000000002,Chittaurgarh,India,24.92N,74.48E
2013-09-01,,,Chittaurgarh,India,24.92N,74.48E
1850-01-01,20.699,1.5519999999999998,Chitungwiza,Zimbabwe,18.48S,30.42E
1850-02-01,22.193,1.629,Chitungwiza,Zimbabwe,18.48S,30.42E
1850-03-01,21.394000000000002,2.176,Chitungwiza,Zimbabwe,18.48S,30.42E
1850-04-01,19.097,1.848,Chitungwiza,Zimbabwe,18.48S,30.42E
1850-05-01,16.412,1.568,Chitungwiza,Zimbabwe,18.48S,30.42E
1850-06-01,15.099,1.5430000000000001,Chitungwiza,Zimbabwe,18.48S,30.42E
1850-07-01,15.132,1.51,Chitungwiza,Zimbabwe,18.48S,30.42E
1850-08-01,17.499000000000002,1.6480000000000001,Chitungwiza,Zimbabwe,18.48S,30.42E
1850-09-01,20.415,1.609,Chitungwiza,Zimbabwe,18.48S,30.42E
1850-10-01,22.104000000000006,1.689,Chitungwiza,Zimbabwe,18.48S,30.42E
1850-11-01,22.016,1.8419999999999999,Chitungwiza,Zimbabwe,18.48S,30.42E
1850-12-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1851-01-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1851-02-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1851-03-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1851-04-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1851-05-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1851-06-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1851-07-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1851-08-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1851-09-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1851-10-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1851-11-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1851-12-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1852-01-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1852-02-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1852-03-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1852-04-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1852-05-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1852-06-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1852-07-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1852-08-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1852-09-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1852-10-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1852-11-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1852-12-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1853-01-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1853-02-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1853-03-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1853-04-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1853-05-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1853-06-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1853-07-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1853-08-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1853-09-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1853-10-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1853-11-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1853-12-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1854-01-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1854-02-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1854-03-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1854-04-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1854-05-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1854-06-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1854-07-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1854-08-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1854-09-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1854-10-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1854-11-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1854-12-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1855-01-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1855-02-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1855-03-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1855-04-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1855-05-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1855-06-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1855-07-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1855-08-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1855-09-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1855-10-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1855-11-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1855-12-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1856-01-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1856-02-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1856-03-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1856-04-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1856-05-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1856-06-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1856-07-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1856-08-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1856-09-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1856-10-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1856-11-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1856-12-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1857-01-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1857-02-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1857-03-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1857-04-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1857-05-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1857-06-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1857-07-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1857-08-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1857-09-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1857-10-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1857-11-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1857-12-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1858-01-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1858-02-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1858-03-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1858-04-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1858-05-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1858-06-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1858-07-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1858-08-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1858-09-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1858-10-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1858-11-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1858-12-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1859-01-01,21.912,1.615,Chitungwiza,Zimbabwe,18.48S,30.42E
1859-02-01,21.561,1.557,Chitungwiza,Zimbabwe,18.48S,30.42E
1859-03-01,21.823,1.476,Chitungwiza,Zimbabwe,18.48S,30.42E
1859-04-01,19.83,1.597,Chitungwiza,Zimbabwe,18.48S,30.42E
1859-05-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1859-06-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1859-07-01,14.628,1.4340000000000002,Chitungwiza,Zimbabwe,18.48S,30.42E
1859-08-01,16.84,1.492,Chitungwiza,Zimbabwe,18.48S,30.42E
1859-09-01,20.283,1.39,Chitungwiza,Zimbabwe,18.48S,30.42E
1859-10-01,22.761000000000006,1.5319999999999998,Chitungwiza,Zimbabwe,18.48S,30.42E
1859-11-01,22.726999999999997,1.5919999999999999,Chitungwiza,Zimbabwe,18.48S,30.42E
1859-12-01,21.758000000000003,1.761,Chitungwiza,Zimbabwe,18.48S,30.42E
1860-01-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1860-02-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1860-03-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1860-04-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1860-05-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1860-06-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1860-07-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1860-08-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1860-09-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1860-10-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1860-11-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1860-12-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1861-01-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1861-02-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1861-03-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1861-04-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1861-05-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1861-06-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1861-07-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1861-08-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1861-09-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1861-10-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1861-11-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1861-12-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1862-01-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1862-02-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1862-03-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1862-04-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1862-05-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1862-06-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1862-07-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1862-08-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1862-09-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1862-10-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1862-11-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1862-12-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1863-01-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1863-02-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1863-03-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1863-04-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1863-05-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1863-06-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1863-07-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1863-08-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1863-09-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1863-10-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1863-11-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1863-12-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1864-01-01,21.209,1.3659999999999999,Chitungwiza,Zimbabwe,18.48S,30.42E
1864-02-01,21.561,1.66,Chitungwiza,Zimbabwe,18.48S,30.42E
1864-03-01,20.756,1.3330000000000002,Chitungwiza,Zimbabwe,18.48S,30.42E
1864-04-01,19.355,1.4669999999999999,Chitungwiza,Zimbabwe,18.48S,30.42E
1864-05-01,17.553,1.38,Chitungwiza,Zimbabwe,18.48S,30.42E
1864-06-01,15.457,1.52,Chitungwiza,Zimbabwe,18.48S,30.42E
1864-07-01,14.984000000000002,1.453,Chitungwiza,Zimbabwe,18.48S,30.42E
1864-08-01,17.186,1.5619999999999998,Chitungwiza,Zimbabwe,18.48S,30.42E
1864-09-01,20.693,1.5119999999999998,Chitungwiza,Zimbabwe,18.48S,30.42E
1864-10-01,22.609,1.469,Chitungwiza,Zimbabwe,18.48S,30.42E
1864-11-01,22.662,1.609,Chitungwiza,Zimbabwe,18.48S,30.42E
1864-12-01,21.313000000000002,1.5219999999999998,Chitungwiza,Zimbabwe,18.48S,30.42E
1865-01-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1865-02-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1865-03-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1865-04-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1865-05-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1865-06-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1865-07-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1865-08-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1865-09-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1865-10-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1865-11-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1865-12-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1866-01-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1866-02-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1866-03-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1866-04-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1866-05-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1866-06-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1866-07-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1866-08-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1866-09-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1866-10-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1866-11-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1866-12-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1867-01-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1867-02-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1867-03-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1867-04-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1867-05-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1867-06-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1867-07-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1867-08-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1867-09-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1867-10-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1867-11-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1867-12-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1868-01-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1868-02-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1868-03-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1868-04-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1868-05-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1868-06-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1868-07-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1868-08-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1868-09-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1868-10-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1868-11-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1868-12-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1869-01-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1869-02-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1869-03-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1869-04-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1869-05-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1869-06-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1869-07-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1869-08-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1869-09-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1869-10-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1869-11-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1869-12-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1870-01-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1870-02-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1870-03-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1870-04-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1870-05-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1870-06-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1870-07-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1870-08-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1870-09-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1870-10-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1870-11-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1870-12-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1871-01-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1871-02-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1871-03-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1871-04-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1871-05-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1871-06-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1871-07-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
1871-08-01,,,Chitungwiza,Zimbabwe,18.48S,30.42E
