26.159000000000002,1.598,Wuning,China,29.74N,120.00E
1898-05-01,20.133,1.419,Wuxi,China,31.35N,120.63E
1898-06-01,24.548000000000002,0.524,Wuxi,China,31.35N,120.63E
1898-07-01,28.948,2.332,Wuxi,China,31.35N,120.63E
1898-08-01,27.967,0.773,Wuxi,China,31.35N,120.63E
1898-09-01,24.327,0.322,Wuxi,China,31.35N,120.63E
1898-10-01,18.277,0.961,Wuxi,China,31.35N,120.63E
1898-11-01,13.074000000000002,0.6920000000000001,Wuxi,China,31.35N,120.63E
1898-12-01,5.7719999999999985,1.339,Wuxi,China,31.35N,120.63E
1899-01-01,3.1519999999999997,0.977,Wuxi,China,31.35N,120.63E
1899-02-01,5.449,0.532,Wuxi,China,31.35N,120.63E
1899-03-01,9.619,0.425,Wuxi,China,31.35N,120.63E
1899-04-01,14.228,0.951,Wuxi,China,31.35N,120.63E
1899-05-01,19.579,1.032,Wuxi,China,31.35N,120.63E
1899-06-01,24.995,1.4669999999999999,Wuxi,China,31.35N,120.63E
1899-07-01,28.097,0.42700000000000005,Wuxi,China,31.35N,120.63E
1899-08-01,27.116999999999997,1.272,Wuxi,China,31.35N,120.63E
1899-09-01,22.71,1.935,Wuxi,China,31.35N,120.63E
1899-10-01,16.019000000000002,1.202,Wuxi,China,31.35N,120.63E
1899-11-01,10.854,0.69,Wuxi,China,31.35N,120.63E
1899-12-01,8.236,0.8,Wuxi,China,31.35N,120.63E
1900-01-01,1.5990000000000002,0.7120000000000001,Wuxi,China,31.35N,120.63E
1900-02-01,4.166,0.6609999999999999,Wuxi,China,31.35N,120.63E
1900-03-01,8.46,0.536,Wuxi,China,31.35N,120.63E
1900-04-01,14.51,1.182,Wuxi,China,31.35N,120.63E
1900-05-01,20.304,1.715,Wuxi,China,31.35N,120.63E
1900-06-01,23.576,1.002,Wuxi,China,31.35N,120.63E
1900-07-01,28.101999999999997,0.943,Wuxi,China,31.35N,120.63E
1900-08-01,28.107,0.506,Wuxi,China,31.35N,120.63E
1900-09-01,23.656999999999996,0.8809999999999999,Wuxi,China,31.35N,120.63E
1900-10-01,18.245,0.5329999999999999,Wuxi,China,31.35N,120.63E
1900-11-01,12.331,0.423,Wuxi,China,31.35N,120.63E
1900-12-01,6.535,0.62,Wuxi,China,31.35N,120.63E
1901-01-01,4.543,0.594,Wuxi,China,31.35N,120.63E
1901-02-01,1.3480000000000003,0.42,Wuxi,China,31.35N,120.63E
1901-03-01,8.33,0.625,Wuxi,China,31.35N,120.63E
1901-04-01,14.675999999999998,0.9109999999999999,Wuxi,China,31.35N,120.63E
1901-05-01,18.762999999999998,0.583,Wuxi,China,31.35N,120.63E
1901-06-01,23.483,1.0190000000000001,Wuxi,China,31.35N,120.63E
1901-07-01,26.533,0.938,Wuxi,China,31.35N,120.63E
1901-08-01,27.379,0.56,Wuxi,China,31.35N,120.63E
1901-09-01,22.906999999999996,0.9390000000000001,Wuxi,China,31.35N,120.63E
1901-10-01,18.225,0.909,Wuxi,China,31.35N,120.63E
1901-11-01,11.402,0.763,Wuxi,China,31.35N,120.63E
1901-12-01,5.511,0.573,Wuxi,China,31.35N,120.63E
1902-01-01,5.398,1.1340000000000001,Wuxi,China,31.35N,120.63E
1902-02-01,4.561,0.966,Wuxi,China,31.35N,120.63E
1902-03-01,10.767000000000001,0.634,Wuxi,China,31.35N,120.63E
1902-04-01,14.262,0.628,Wuxi,China,31.35N,120.63E
1902-05-01,20.02,0.7979999999999999,Wuxi,China,31.35N,120.63E
1902-06-01,23.8,0.863,Wuxi,China,31.35N,120.63E
1902-07-01,27.501,0.802,Wuxi,China,31.35N,120.63E
1902-08-01,26.811999999999998,0.499,Wuxi,China,31.35N,120.63E
1902-09-01,22.575,0.621,Wuxi,China,31.35N,120.63E
1902-10-01,18.46,0.78,Wuxi,China,31.35N,120.63E
1902-11-01,14.078,0.794,Wuxi,China,31.35N,120.63E
1902-12-01,6.978,0.745,Wuxi,China,31.35N,120.63E
1903-01-01,2.8150000000000004,0.8759999999999999,Wuxi,China,31.35N,120.63E
1903-02-01,4.133,0.97,Wuxi,China,31.35N,120.63E
1903-03-01,9.652999999999999,1.091,Wuxi,China,31.35N,120.63E
1903-04-01,14.485999999999999,1.187,Wuxi,China,31.35N,120.63E
1903-05-01,19.385,0.539,Wuxi,China,31.35N,120.63E
1903-06-01,23.606,1.3259999999999998,Wuxi,China,31.35N,120.63E
1903-07-01,26.776999999999997,1.306,Wuxi,China,31.35N,120.63E
1903-08-01,28.03,1.107,Wuxi,China,31.35N,120.63E
1903-09-01,23.822,0.43,Wuxi,China,31.35N,120.63E
1903-10-01,17.843999999999994,0.807,Wuxi,China,31.35N,120.63E
1903-11-01,10.982999999999999,0.557,Wuxi,China,31.35N,120.63E
1903-12-01,5.172000000000001,1.056,Wuxi,China,31.35N,120.63E
1904-01-01,2.9610000000000003,0.8740000000000001,Wuxi,China,31.35N,120.63E
1904-02-01,6.638,1.401,Wuxi,China,31.35N,120.63E
1904-03-01,8.548,0.677,Wuxi,China,31.35N,120.63E
1904-04-01,14.284,0.873,Wuxi,China,31.35N,120.63E
1904-05-01,19.155,0.667,Wuxi,China,31.35N,120.63E
1904-06-01,24.585,0.486,Wuxi,China,31.35N,120.63E
1904-07-01,27.475,0.484,Wuxi,China,31.35N,120.63E
1904-08-01,27.214000000000002,1.033,Wuxi,China,31.35N,120.63E
1904-09-01,23.235,0.982,Wuxi,China,31.35N,120.63E
1904-10-01,17.607,0.319,Wuxi,China,31.35N,120.63E
1904-11-01,10.843,0.775,Wuxi,China,31.35N,120.63E
1904-12-01,5.126,1.037,Wuxi,China,31.35N,120.63E
1905-01-01,5.8420000000000005,0.66,Wuxi,China,31.35N,120.63E
1905-02-01,1.9120000000000004,1.538,Wuxi,China,31.35N,120.63E
1905-03-01,7.086,0.98,Wuxi,China,31.35N,120.63E
1905-04-01,12.33,0.655,Wuxi,China,31.35N,120.63E
1905-05-01,19.385,0.5429999999999999,Wuxi,China,31.35N,120.63E
1905-06-01,24.767,0.49,Wuxi,China,31.35N,120.63E
1905-07-01,28.427,0.9,Wuxi,China,31.35N,120.63E
1905-08-01,26.619,0.418,Wuxi,China,31.35N,120.63E
1905-09-01,23.618000000000002,1.135,Wuxi,China,31.35N,120.63E
1905-10-01,17.393,0.439,Wuxi,China,31.35N,120.63E
1905-11-01,11.444,0.8690000000000001,Wuxi,China,31.35N,120.63E
1905-12-01,7.225,0.435,Wuxi,China,31.35N,120.63E
1906-01-01,3.2439999999999998,0.42100000000000004,Wuxi,China,31.35N,120.63E
1906-02-01,3.431,0.45,Wuxi,China,31.35N,120.63E
1906-03-01,8.533999999999999,0.474,Wuxi,China,31.35N,120.63E
1906-04-01,14.472000000000001,0.546,Wuxi,China,31.35N,120.63E
1906-05-01,19.372,0.7829999999999999,Wuxi,China,31.35N,120.63E
1906-06-01,24.281,0.557,Wuxi,China,31.35N,120.63E
1906-07-01,27.68,0.486,Wuxi,China,31.35N,120.63E
1906-08-01,27.596999999999998,0.467,Wuxi,China,31.35N,120.63E
1906-09-01,23.395,0.273,Wuxi,China,31.35N,120.63E
1906-10-01,17.576999999999998,0.34,Wuxi,China,31.35N,120.63E
1906-11-01,10.463,0.305,Wuxi,China,31.35N,120.63E
1906-12-01,5.946000000000001,0.9470000000000001,Wuxi,China,31.35N,120.63E
1907-01-01,4.908,0.655,Wuxi,China,31.35N,120.63E
1907-02-01,2.5989999999999998,1.27,Wuxi,China,31.35N,120.63E
1907-03-01,7.7139999999999995,1.104,Wuxi,China,31.35N,120.63E
1907-04-01,13.998,0.23199999999999998,Wuxi,China,31.35N,120.63E
1907-05-01,20.351,0.865,Wuxi,China,31.35N,120.63E
1907-06-01,23.561999999999998,0.418,Wuxi,China,31.35N,120.63E
1907-07-01,25.855,0.748,Wuxi,China,31.35N,120.63E
1907-08-01,28.004,0.557,Wuxi,China,31.35N,120.63E
1907-09-01,22.929000000000002,0.654,Wuxi,China,31.35N,120.63E
1907-10-01,18.854,0.21899999999999997,Wuxi,China,31.35N,120.63E
1907-11-01,11.936,0.391,Wuxi,China,31.35N,120.63E
1907-12-01,6.16,0.48,Wuxi,China,31.35N,120.63E
1908-01-01,4.053,0.623,Wuxi,China,31.35N,120.63E
1908-02-01,3.532,0.473,Wuxi,China,31.35N,120.63E
1908-03-01,7.968,0.611,Wuxi,China,31.35N,120.63E
1908-04-01,12.707,0.34299999999999997,Wuxi,China,31.35N,120.63E
1908-05-01,19.78,0.633,Wuxi,China,31.35N,120.63E
1908-06-01,24.232,0.35700000000000004,Wuxi,China,31.35N,120.63E
1908-07-01,27.656,0.498,Wuxi,China,31.35N,120.63E
1908-08-01,27.743,0.6629999999999999,Wuxi,China,31.35N,120.63E
1908-09-01,23.416,0.273,Wuxi,China,31.35N,120.63E
1908-10-01,18.286,0.24,Wuxi,China,31.35N,120.63E
1908-11-01,11.344,0.495,Wuxi,China,31.35N,120.63E
1908-12-01,7.377999999999999,0.603,Wuxi,China,31.35N,120.63E
1909-01-01,3.202,0.588,Wuxi,China,31.35N,120.63E
1909-02-01,4.513,0.29600000000000004,Wuxi,China,31.35N,120.63E
1909-03-01,7.3660000000000005,0.618,Wuxi,China,31.35N,120.63E
1909-04-01,14.907,0.325,Wuxi,China,31.35N,120.63E
1909-05-01,19.87,0.7240000000000001,Wuxi,China,31.35N,120.63E
1909-06-01,23.046999999999997,1.0290000000000001,Wuxi,China,31.35N,120.63E
1909-07-01,28.35,0.47200000000000003,Wuxi,China,31.35N,120.63E
1909-08-01,28.194000000000003,0.461,Wuxi,China,31.35N,120.63E
1909-09-01,24.862,0.802,Wuxi,China,31.35N,120.63E
1909-10-01,18.33,0.754,Wuxi,China,31.35N,120.63E
1909-11-01,12.168,0.682,Wuxi,China,31.35N,120.63E
1909-12-01,5.294,0.3,Wuxi,China,31.35N,120.63E
1910-01-01,3.0869999999999997,0.46,Wuxi,China,31.35N,120.63E
1910-02-01,3.0780000000000003,0.701,Wuxi,China,31.35N,120.63E
1910-03-01,8.142999999999999,0.349,Wuxi,China,31.35N,120.63E
1910-04-01,12.774,0.48100000000000004,Wuxi,China,31.35N,120.63E
1910-05-01,18.559,0.737,Wuxi,China,31.35N,120.63E
1910-06-01,24.415,0.3,Wuxi,China,31.35N,120.63E
1910-07-01,28.378,0.73,Wuxi,China,31.35N,120.63E
1910-08-01,27.781999999999996,0.242,Wuxi,China,31.35N,120.63E
1910-09-01,23.054000000000002,0.39,Wuxi,China,31.35N,120.63E
1910-10-01,17.738,0.23600000000000002,Wuxi,China,31.35N,120.63E
1910-11-01,12.152999999999999,0.551,Wuxi,China,31.35N,120.63E
1910-12-01,3.9210000000000003,0.512,Wuxi,China,31.35N,120.63E
1911-01-01,3.131,0.547,Wuxi,China,31.35N,120.63E
1911-02-01,4.537,0.46799999999999997,Wuxi,China,31.35N,120.63E
1911-03-01,8.644,0.45799999999999996,Wuxi,China,31.35N,120.63E
1911-04-01,14.305,1.099,Wuxi,China,31.35N,120.63E
1911-05-01,18.675,0.507,Wuxi,China,31.35N,120.63E
1911-06-01,23.128,1.45,Wuxi,China,31.35N,120.63E
1911-07-01,27.247,1.723,Wuxi,China,31.35N,120.63E
1911-08-01,27.445,0.348,Wuxi,China,31.35N,120.63E
1911-09-01,24.662,0.46,Wuxi,China,31.35N,120.63E
1911-10-01,16.965999999999998,0.506,Wuxi,China,31.35N,120.63E
1911-11-01,11.637,0.35100000000000003,Wuxi,China,31.35N,120.63E
1911-12-01,5.3519999999999985,0.564,Wuxi,China,31.35N,120.63E
1912-01-01,2.5860000000000003,0.625,Wuxi,China,31.35N,120.63E
1912-02-01,6.599,0.511,Wuxi,China,31.35N,120.63E
1912-03-01,8.287,0.815,Wuxi,China,31.35N,120.63E
1912-04-01,15.242,0.49200000000000005,Wuxi,China,31.35N,120.63E
1912-05-01,20.133,0.687,Wuxi,China,31.35N,120.63E
1912-06-01,24.984,0.408,Wuxi,China,31.35N,120.63E
1912-07-01,28.054000000000002,0.387,Wuxi,China,31.35N,120.63E
1912-08-01,27.250999999999998,0.513,Wuxi,China,31.35N,120.63E
1912-09-01,22.169,0.47100000000000003,Wuxi,China,31.35N,120.63E
1912-10-01,17.33,0.49700000000000005,Wuxi,China,31.35N,120.63E
1912-11-01,9.799,0.28600000000000003,Wuxi,China,31.35N,120.63E
1912-12-01,4.8519999999999985,0.436,Wuxi,China,31.35N,120.63E
1913-01-01,3.228,0.32899999999999996,Wuxi,China,31.35N,120.63E
1913-02-01,4.2280000000000015,0.384,Wuxi,China,31.35N,120.63E
1913-03-01,7.886,0.519,Wuxi,China,31.35N,120.63E
1913-04-01,13.658,1.054,Wuxi,China,31.35N,120.63E
1913-05-01,18.964,0.528,Wuxi,China,31.35N,120.63E
1913-06-01,24.174,0.457,Wuxi,China,31.35N,120.63E
1913-07-01,26.767,0.254,Wuxi,China,31.35N,120.63E
1913-08-01,28.103,0.32299999999999995,Wuxi,China,31.35N,120.63E
1913-09-01,22.868000000000002,1.166,Wuxi,China,31.35N,120.63E
1913-10-01,17.861,0.446,Wuxi,China,31.35N,120.63E
1913-11-01,11.895999999999999,0.424,Wuxi,China,31.35N,120.63E
1913-12-01,4.6549999999999985,0.6809999999999999,Wuxi,China,31.35N,120.63E
1914-01-01,5.109,0.622,Wuxi,China,31.35N,120.63E
1914-02-01,6.327999999999999,0.35600000000000004,Wuxi,China,31.35N,120.63E
1914-03-01,10.394,0.344,Wuxi,China,31.35N,120.63E
1914-04-01,14.132,0.528,Wuxi,China,31.35N,120.63E
1914-05-01,19.201,0.855,Wuxi,China,31.35N,120.63E
1914-06-01,24.941999999999997,0.371,Wuxi,China,31.35N,120.63E
1914-07-01,29.883000000000003,0.706,Wuxi,China,31.35N,120.63E
1914-08-01,28.055999999999997,0.501,Wuxi,China,31.35N,120.63E
1914-09-01,23.113000000000003,0.586,Wuxi,China,31.35N,120.63E
1914-10-01,18.623,0.515,Wuxi,China,31.35N,120.63E
1914-11-01,12.384,0.504,Wuxi,China,31.35N,120.63E
1914-12-01,6.056,0.515,Wuxi,China,31.35N,120.63E
1915-01-01,3.4690000000000003,0.249,Wuxi,China,31.35N,120.63E
1915-02-01,4.7860000000000005,0.6970000000000001,Wuxi,China,31.35N,120.63E
1915-03-01,8.394,0.855,Wuxi,China,31.35N,120.63E
1915-04-01,13.329,0.35200000000000004,Wuxi,China,31.35N,120.63E
1915-05-01,20.297,1.131,Wuxi,China,31.35N,120.63E
1915-06-01,24.646,0.39299999999999996,Wuxi,China,31.35N,120.63E
1915-07-01,28.11,0.303,Wuxi,China,31.35N,120.63E
1915-08-01,27.583,0.5479999999999999,Wuxi,China,31.35N,120.63E
1915-09-01,22.901,0.28300000000000003,Wuxi,China,31.35N,120.63E
1915-10-01,19.394000000000002,0.535,Wuxi,China,31.35N,120.63E
1915-11-01,13.090000000000002,0.45899999999999996,Wuxi,China,31.35N,120.63E
1915-12-01,7.289,0.415,Wuxi,China,31.35N,120.63E
1916-01-01,4.621,0.444,Wuxi,China,31.35N,120.63E
1916-02-01,4.784000000000002,0.5,Wuxi,China,31.35N,120.63E
1916-03-01,7.701,0.6579999999999999,Wuxi,China,31.35N,120.63E
1916-04-01,14.645999999999999,0.45399999999999996,Wuxi,China,31.35N,120.63E
1916-05-01,19.667,0.392,Wuxi,China,31.35N,120.63E
1916-06-01,24.461,0.365,Wuxi,China,31.35N,120.63E
1916-07-01,27.123,0.541,Wuxi,China,31.35N,120.63E
1916-08-01,26.945,0.657,Wuxi,China,31.35N,120.63E
1916-09-01,23.95,0.943,Wuxi,China,31.35N,120.63E
1916-10-01,17.544999999999998,0.293,Wuxi,China,31.35N,120.63E
1916-11-01,12.16,0.21899999999999997,Wuxi,China,31.35N,120.63E
1916-12-01,5.394,0.493,Wuxi,China,31.35N,120.63E
1917-01-01,0.2240000000000002,0.924,Wuxi,China,31.35N,120.63E
1917-02-01,3.694,0.526,Wuxi,China,31.35N,120.63E
1917-03-01,7.756,0.198,Wuxi,China,31.35N,120.63E
1917-04-01,14.972999999999999,0.349,Wuxi,China,31.35N,120.63E
1917-05-01,19.483,0.45399999999999996,Wuxi,China,31.35N,120.63E
1917-06-01,24.241,0.363,Wuxi,China,31.35N,120.63E
1917-07-01,27.945,0.514,Wuxi,China,31.35N,120.63E
1917-08-01,27.893,0.345,Wuxi,China,31.35N,120.63E
1917-09-01,24.536,0.763,Wuxi,China,31.35N,120.63E
1917-10-01,17.541,0.306,Wuxi,China,31.35N,120.63E
1917-11-01,10.068,0.68,Wuxi,China,31.35N,120.63E
1917-12-01,2.7299999999999995,0.54,Wuxi,China,31.35N,120.63E
1918-01-01,0.637,0.5,Wuxi,China,31.35N,120.63E
1918-02-01,5.067,0.47200000000000003,Wuxi,China,31.35N,120.63E
1918-03-01,8.646,0.39899999999999997,Wuxi,China,31.35N,120.63E
1918-04-01,14.149000000000001,0.41100000000000003,Wuxi,China,31.35N,120.63E
1918-05-01,19.518,0.591,Wuxi,China,31.35N,120.63E
1918-06-01,23.732,0.446,Wuxi,China,31.35N,120.63E
1918-07-01,27.414,0.268,Wuxi,China,31.35N,120.63E
1918-08-01,28.052,0.7829999999999999,Wuxi,China,31.35N,120.63E
1918-09-01,23.463,0.332,Wuxi,China,31.35N,120.63E
1918-10-01,18.157,0.16899999999999998,Wuxi,China,31.35N,120.63E
1918-11-01,11.321000000000002,0.36700000000000005,Wuxi,China,31.35N,120.63E
1918-12-01,6.456,0.469,Wuxi,China,31.35N,120.63E
1919-01-01,2.832,0.36,Wuxi,China,31.35N,120.63E
1919-02-01,4.4239999999999995,0.509,Wuxi,China,31.35N,120.63E
1919-03-01,10.129,0.505,Wuxi,China,31.35N,120.63E
1919-04-01,15.992,1.072,Wuxi,China,31.35N,120.63E
1919-05-01,20.846,0.585,Wuxi,China,31.35N,120.63E
1919-06-01,24.944000000000003,0.231,Wuxi,China,31.35N,120.63E
1919-07-01,27.128,0.496,Wuxi,China,31.35N,120.63E
1919-08-01,27.976,0.465,Wuxi,China,31.35N,120.63E
1919-09-01,22.699,0.285,Wuxi,China,31.35N,120.63E
1919-10-01,17.776,0.456,Wuxi,China,31.35N,120.63E
1919-11-01,11.44,0.315,Wuxi,China,31.35N,120.63E
1919-12-01,5.017,0.392,Wuxi,China,31.35N,120.63E
1920-01-01,3.4019999999999997,0.313,Wuxi,China,31.35N,120.63E
1920-02-01,2.78,0.703,Wuxi,China,31.35N,120.63E
1920-03-01,8.472000000000001,0.452,Wuxi,China,31.35N,120.63E
1920-04-01,13.648,0.5489999999999999,Wuxi,China,31.35N,120.63E
1920-05-01,19.332,0.594,Wuxi,China,31.35N,120.63E
1920-06-01,24.125999999999998,0.26899999999999996,Wuxi,China,31.35N,120.63E
1920-07-01,28.14,0.32899999999999996,Wuxi,China,31.35N,120.63E
1920-08-01,28.069000000000003,0.179,Wuxi,China,31.35N,120.63E
1920-09-01,24.431,0.606,Wuxi,China,31.35N,120.63E
1920-10-01,18.746,0.34600000000000003,Wuxi,China,31.35N,120.63E
1920-11-01,13.65,0.366,Wuxi,China,31.35N,120.63E
1920-12-01,7.449,0.715,Wuxi,China,31.35N,120.63E
1921-01-01,3.426,0.489,Wuxi,China,31.35N,120.63E
1921-02-01,5.777,0.368,Wuxi,China,31.35N,120.63E
1921-03-01,8.677999999999999,0.371,Wuxi,China,31.35N,120.63E
1921-04-01,13.943,0.6779999999999999,Wuxi,China,31.35N,120.63E
1921-05-01,19.612,0.19699999999999998,Wuxi,China,31.35N,120.63E
1921-06-01,22.572,0.713,Wuxi,China,31.35N,120.63E
1921-07-01,28.254,0.659,Wuxi,China,31.35N,120.63E
1921-08-01,27.549,0.535,Wuxi,China,31.35N,120.63E
1921-09-01,22.331,0.217,Wuxi,China,31.35N,120.63E
1921-10-01,16.685,0.34,Wuxi,China,31.35N,120.63E
1921-11-01,11.503,0.49,Wuxi,China,31.35N,120.63E
1921-12-01,6.682,0.688,Wuxi,China,31.35N,120.63E
1922-01-01,2.83,1.464,Wuxi,China,31.35N,120.63E
1922-02-01,5.977,0.642,Wuxi,China,31.35N,120.63E
1922-03-01,9.373,0.47600000000000003,Wuxi,China,31.35N,120.63E
1922-04-01,15.347999999999999,0.294,Wuxi,China,31.35N,120.63E
1922-05-01,19.711,0.342,Wuxi,China,31.35N,120.63E
1922-06-01,24.988000000000003,0.35700000000000004,Wuxi,China,31.35N,120.63E
1922-07-01,28.343000000000004,0.297,Wuxi,China,31.35N,120.63E
1922-08-01,28.386,0.371,Wuxi,China,31.35N,120.63E
1922-09-01,23.408,0.52,Wuxi,China,31.35N,120.63E
1922-10-01,18.206,0.41700000000000004,Wuxi,China,31.35N,120.63E
1922-11-01,11.175,0.26899999999999996,Wuxi,China,31.35N,120.63E
1922-12-01,5.533,0.449,Wuxi,China,31.35N,120.63E
1923-01-01,2.5460000000000003,0.316,Wuxi,China,31.35N,120.63E
1923-02-01,3.2460000000000004,0.204,Wuxi,China,31.35N,120.63E
1923-03-01,10.4,0.507,Wuxi,China,31.35N,120.63E
1923-04-01,13.84,0.359,Wuxi,China,31.35N,120.63E
1923-05-01,19.897,0.478,Wuxi,China,31.35N,120.63E
1923-06-01,24.154,0.244,Wuxi,China,31.35N,120.63E
1923-07-01,27.125,0.45799999999999996,Wuxi,China,31.35N,120.63E
1923-08-01,28.673,0.377,Wuxi,China,31.35N,120.63E
1923-09-01,23.199,0.36,Wuxi,China,31.35N,120.63E
1923-10-01,17.599,0.19,Wuxi,China,31.35N,120.63E
1923-11-01,12.4,0.625,Wuxi,China,31.35N,120.63E
1923-12-01,6.19,0.516,Wuxi,China,31.35N,120.63E
1924-01-01,4.104,0.48,Wuxi,China,31.35N,120.63E
1924-02-01,4.2810000000000015,0.321,Wuxi,China,31.35N,120.63E
1924-03-01,7.0,0.42,Wuxi,China,31.35N,120.63E
1924-04-01,15.675,0.45899999999999996,Wuxi,China,31.35N,120.63E
1924-05-01,19.152,0.804,Wuxi,China,31.35N,120.63E
1924-06-01,23.723000000000003,0.525,Wuxi,China,31.35N,120.63E
1924-07-01,28.745,0.215,Wuxi,China,31.35N,120.63E
1924-08-01,28.092,0.527,Wuxi,China,31.35N,120.63E
1924-09-01,23.786,0.271,Wuxi,China,31.35N,120.63E
1924-10-01,18.137,0.23399999999999999,Wuxi,China,31.35N,120.63E
1924-11-01,10.314,0.451,Wuxi,China,31.35N,120.63E
1924-12-01,5.65,0.562,Wuxi,China,31.35N,120.63E
1925-01-01,2.359,0.505,Wuxi,China,31.35N,120.63E
1925-02-01,3.2150000000000003,0.462,Wuxi,China,31.35N,120.63E
1925-03-01,9.1,0.63,Wuxi,China,31.35N,120.63E
1925-04-01,13.185,0.326,Wuxi,China,31.35N,120.63E
1925-05-01,20.247,0.384,Wuxi,China,31.35N,120.63E
1925-06-01,25.236,0.431,Wuxi,China,31.35N,120.63E
1925-07-01,27.129,0.387,Wuxi,China,31.35N,120.63E
1925-08-01,27.345,0.35100000000000003,Wuxi,China,31.35N,120.63E
1925-09-01,23.103,0.934,Wuxi,China,31.35N,120.63E
1925-10-01,18.269000000000002,0.44799999999999995,Wuxi,China,31.35N,120.63E
1925-11-01,13.477,0.38299999999999995,Wuxi,China,31.35N,120.63E
1925-12-01,5.176,0.426,Wuxi,China,31.35N,120.63E
1926-01-01,3.3640000000000003,0.47,Wuxi,China,31.35N,120.63E
1926-02-01,4.4750000000000005,0.40700000000000003,Wuxi,China,31.35N,120.63E
1926-03-01,9.544,0.35,Wuxi,China,31.35N,120.63E
1926-04-01,14.545,0.433,Wuxi,China,31.35N,120.63E
1926-05-01,21.433000000000003,0.5539999999999999,Wuxi,China,31.35N,120.63E
1926-06-01,22.9,0.5529999999999999,Wuxi,China,31.35N,120.63E
1926-07-01,28.217,0.68,Wuxi,China,31.35N,120.63E
1926-08-01,29.548,0.364,Wuxi,China,31.35N,120.63E
1926-09-01,24.711,0.174,Wuxi,China,31.35N,120.63E
1926-10-01,16.692999999999998,0.423,Wuxi,China,31.35N,120.63E
1926-11-01,12.485999999999999,0.33399999999999996,Wuxi,China,31.35N,120.63E
1926-12-01,4.6099999999999985,0.555,Wuxi,China,31.35N,120.63E
1927-01-01,3.299,0.627,Wuxi,China,31.35N,120.63E
1927-02-01,3.98,0.302,Wuxi,China,31.35N,120.63E
1927-03-01,7.801,0.39899999999999997,Wuxi,China,31.35N,120.63E
1927-04-01,14.423,0.73,Wuxi,China,31.35N,120.63E
1927-05-01,19.938,0.337,Wuxi,China,31.35N,120.63E
1927-06-01,24.305999999999997,0.473,Wuxi,China,31.35N,120.63E
1927-07-01,29.088,0.599,Wuxi,China,31.35N,120.63E
1927-08-01,28.538,0.264,Wuxi,China,31.35N,120.63E
1927-09-01,23.448,0.457,Wuxi,China,31.35N,120.63E
1927-10-01,17.598,0.297,Wuxi,China,31.35N,120.63E
1927-11-01,13.735,0.28800000000000003,Wuxi,China,31.35N,120.63E
1927-12-01,7.346999999999999,0.8220000000000001,Wuxi,China,31.35N,120.63E
1928-01-01,3.633,0.369,Wuxi,China,31.35N,120.63E
1928-02-01,4.5150000000000015,0.35600000000000004,Wuxi,China,31.35N,120.63E
1928-03-01,9.335,0.254,Wuxi,China,31.35N,120.63E
1928-04-01,15.24,0.342,Wuxi,China,31.35N,120.63E
1928-05-01,21.016,0.685,Wuxi,China,31.35N,120.63E
1928-06-01,24.149,0.74,Wuxi,China,31.35N,120.63E
1928-07-01,28.22,0.838,Wuxi,China,31.35N,120.63E
1928-08-01,26.766,0.733,Wuxi,China,31.35N,120.63E
1928-09-01,23.569000000000003,0.22899999999999998,Wuxi,China,31.35N,120.63E
1928-10-01,17.491,0.59,Wuxi,China,31.35N,120.63E
1928-11-01,12.206,0.309,Wuxi,China,31.35N,120.63E
1928-12-01,6.263,0.8270000000000001,Wuxi,China,31.35N,120.63E
1929-01-01,3.23,0.51,Wuxi,China,31.35N,120.63E
1929-02-01,3.863,0.336,Wuxi,China,31.35N,120.63E
1929-03-01,9.349,0.358,Wuxi,China,31.35N,120.63E
1929-04-01,15.462,0.498,Wuxi,China,31.35N,120.63E
1929-05-01,20.493,0.555,Wuxi,China,31.35N,120.63E
1929-06-01,24.653000000000002,0.75,Wuxi,China,31.35N,120.63E
1929-07-01,28.474,0.28600000000000003,Wuxi,China,31.35N,120.63E
1929-08-01,28.374000000000002,0.129,Wuxi,China,31.35N,120.63E
1929-09-01,23.421,0.527,Wuxi,China,31.35N,120.63E
1929-10-01,17.909000000000002,0.337,Wuxi,China,31.35N,120.63E
1929-11-01,11.033,0.447,Wuxi,China,31.35N,120.63E
1929-12-01,5.239,0.512,Wuxi,China,31.35N,120.63E
1930-01-01,0.7050000000000001,0.679,Wuxi,China,31.35N,120.63E
1930-02-01,6.077999999999999,0.239,Wuxi,China,31.35N,120.63E
1930-03-01,10.337,0.33399999999999996,Wuxi,China,31.35N,120.63E
1930-04-01,15.017000000000001,0.321,Wuxi,China,31.35N,120.63E
1930-05-01,20.603,0.41200000000000003,Wuxi,China,31.35N,120.63E
1930-06-01,24.33,0.308,Wuxi,China,31.35N,120.63E
1930-07-01,29.123,0.637,Wuxi,China,31.35N,120.63E
1930-08-01,28.349,0.309,Wuxi,China,31.35N,120.63E
1930-09-01,22.906,0.49200000000000005,Wuxi,China,31.35N,120.63E
1930-10-01,17.976,0.36700000000000005,Wuxi,China,31.35N,120.63E
1930-11-01,10.519,0.34700000000000003,Wuxi,China,31.35N,120.63E
1930-12-01,6.774,0.33,Wuxi,China,31.35N,120.63E
1931-01-01,2.9210000000000003,0.42,Wuxi,China,31.35N,120.63E
1931-02-01,3.143,0.652,Wuxi,China,31.35N,120.63E
1931-03-01,10.02,0.304,Wuxi,China,31.35N,120.63E
