eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
1.97204E+11,1972,4,20,,0,,94,Iran,10,Middle East & North Africa,Tehran,tehran,35.696442,51.422974,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,35,Military Transportation/Vehicle (excluding convoys),,iranian military vehicles,94,Iran,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,,,,,,,1,3,Minor (likely < $1 million),7000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97204E+11,1972,4,20,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,69,Religion Identified,Taxi Driver,"Gerard Donnelly, 22, Catholic",233,Northern Ireland,,,,,,,,,,,,,,,,,Protestant extremists,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,1,,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,-9,-9,1,1,
1.97204E+11,1972,4,21,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,1,Assassination,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",British Army,"Joseph Gold, 29",216,Great Britain,,,,,,,,,,,,,,,,,Irish Republican Army (IRA),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,1,,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,0,0,1,1,
1.97204E+11,1972,4,23,,0,,362,West Germany (FRG),8,Western Europe,Berlin,West Berlin,52.505803,13.331741,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,0,0,3,Bombing/Explosion,,,,,4,Military,31,Military Aircraft,,USAF C-54 display,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
1.97204E+11,1972,4,29,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,British Army base,Unspecified,216,Great Britain,14,Private Citizens & Property,69,Religion Identified,Not Applicable,"Rosaleen Gavin, 8, Catholic",233,Northern Ireland,,,,,,,,,Irish Republican Army (IRA),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Sniper,1,,,,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,0,0,1,1,
1.97205E+11,1972,5,1,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Carrickfergus,54.713641,-5.808233,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,5,Industrial/Textiles/Factory,Courtauld's Factory,"David Currie, 26, Protestant",233,Northern Ireland,,,,,,,,,,,,,,,,,Irish Republican Army (IRA),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Bomb,1,,,,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,0,0,1,1,
1.97205E+11,1972,5,2,,0,,185,Spain,8,Western Europe,Gipuzcoa,Isasondo,43.066932,-2.167393,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,1,Business,,,,home of factory owner,185,Spain,,,,,,,,,,,,,,,,,Basque Fatherland and Freedom (ETA),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,,,,,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,0,1,
1.97205E+11,1972,5,2,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.010561,28.967632,1,0,,,1,1,1,-9,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,,six autos,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,,,,,,,1,3,Minor (likely < $1 million),18000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97205E+11,1972,5,2,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.010561,28.967632,1,0,,,1,1,1,-9,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",,three buildings,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),12000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97205E+11,1972,5,3,,0,,185,Spain,8,Western Europe,Barcelona,Tarrasa,41.560953,2.01044,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),14,Judge/Attorney/Court,,court house,185,Spain,,,,,,,,,,,,,,,,,Catalan Liberation Front (FAC),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,,,,,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97205E+11,1972,5,3,,0,,198,Sweden,8,Western Europe,Stockholm,Stockholm,59.332788,18.064488,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21,Government Building/Facility/Office,,turkish travel bureau,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,,,,,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
1.97205E+11,1972,5,3,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.918392,32.865597,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21,Government Building/Facility/Office,,U.S. Civil Engineer Facility,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosives,,,,,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
1.97205E+11,1972,5,3,,1,5/4/72,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.918392,32.865597,1,0,,,1,1,1,-9,,,0,1,0,4,Hijacking,,,,,6,Airports & Aircraft,42,Aircraft (not at an airport),Turkish Airlines,DC-9,209,Turkey,,,,,,,,,,,,,,,,,Turkish Leftists,,,,,,,0,,,0,4,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,Grenades; Firearm,0,0,,0,0,,0,,,,,1,61,0,,,Bulgaria,Bulgaria,0,,,,,,2,Hostage(s) released by perpetrators,,,,,,Hijacking DB,0,0,0,0,
1.97205E+11,1972,5,4,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.918392,32.865597,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,0,0,1,Assassination,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Turkish Army,General Officer,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,0,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97205E+11,1972,5,4,,0,,362,West Germany (FRG),8,Western Europe,Berlin,West Berlin,52.505803,13.331741,1,0,,,1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46,Embassy/Consulate,,turkish consulate,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
1.97205E+11,1972,5,4,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,1,0,,,1,1,1,-9,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,69,Religion Identified,,"Victor Andrews, 20, Catholic",233,Northern Ireland,,,,,,,,,,,,,,,,,Protestant extremists,,,,,,,0,,,0,,,,,,,,,,,,,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,Knife,1,,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,-9,-9,1,1,
1.97205E+11,1972,3,15,,0,,98,Italy,8,Western Europe,Lombardy,Milan,45.463681,9.188171,3,1,Near Milan.  Milan is also the province name and it is in the Lombardy region.,"3/15/1972: Giangiacomo Feltrinelli, a famous Italian publisher, is suspected of detonating a bomb outside of Milan, Italy.  The bomb slightly damaged the electrical pylon that was being targeted and killed Mr. Feltinelli.  It is believed that it was not intended to be a suicide attack and that his death was due to a premature detonation.  No official claim of responsibility was reported for this attack.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,21,Utilities,107,Electricity,Electrical Pylon,Electrical Pylon,98,Italy,,,,,,,,,,,,,,,,,Unknown,,,,,,"The motive for this specific attack is unknown.  However, there were a series of similar attacks perpetrated by left wings groups around this time.",1,,,1,-99,0,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,No additional information available.,1,0,1,0,0,0,1,4,Unknown,,The pylon was damaged,0,,,,,,,,,,,,,,,,"It is not clear if Giangiacomo Feltrinelli was the perpetrator or a victim.  All of the articles, except one, claim that he is ""suspected"" to have blown himself up while placing that bomb.  One article reports that friends of Feltrinelli believed that he had been lured there by right wing extremists.  This did not seem like a credible statement for two reasons: 1) There had been a recent series of pylon attacks in Italy that were all claimed by left wing activists; and 2) Feltrinelli was known to be a left wing sympathizer and had financial ties to left wing groups that had claimed similar attacks.","Carlo Feltrinelli, ""In March 1972, a farmer's dog came across a shattered corpse beneath an electricity pylon,"" The Economist, November 3, 2001.","Paul Hofman, ""Feltrinelli Still a Mystery: Italian Inquiry is Unable to Fathom Death in Blast,"" New York Times, April 14, 1972.","Paul Hofman, ""Feltrinelli Case Takes New Turn: Letter Seems to Link Italian to Terrorist Group,"" New York Times, April 18, 1972.",UMD Encyclopedia of World Terrorism 2012,-9,-9,0,-9,
1.97205E+11,1972,5,7,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.918392,32.865597,1,0,,,1,1,1,-9,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,,,,commercial establishments,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,3,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97205E+11,1972,5,8,,0,,15,Austria,8,Western Europe,Vienna,Vienna,48.208174,16.373819,1,0,,,1,1,1,0,,,0,1,0,4,Hijacking,,,,,6,Airports & Aircraft,42,Aircraft (not at an airport),Sabena Airlines,Boeing 707 Flight 572,15,Austria,6,Airports & Aircraft,,,Sabena Airlines,passengers,422,International,,,,,,,,,Black September,,,,,,,0,,,0,4,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearms,4,1,0,5,0,0,0,,,,,1,-99,0,,,Lod Airport in Israel,Lod Airport in Israel,0,,,,,,2,Hostage(s) released by perpetrators,105,,,,,State Department 1997 Document,1,1,1,1,
1.97205E+11,1972,5,9,,0,,217,United States,1,North America,California,San Jose,37.338475,-121.885794,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,1,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,,Naval Reserve Armory Army Vet. Center,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),200000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"197205090001, 197205090002"
1.97205E+11,1972,5,9,,0,,217,United States,1,North America,California,San Jose,37.338475,-121.885794,1,0,,"5/9/1972: Unknown perpetrators firebombed the Navy-Marine Corp training center in San Jose, California, United States.  There were no casualties but the buildings sustained $1,000 in damages.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,28,Military Recruiting Station/Academy,Navy-Marine Corps training center,"Navy-Marine Corps training center, San Jose California",217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest the War in Vietnam,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Incendiary device,0,0,0,1,1,0,1,3,Minor (likely < $1 million),1000,,0,,,,,,,0,,,,,,,,,This might be part of a multiple attack with the firebombing of the Naval Reserve Armory Army Vet. Center in San Jose on the same day (197205090001).  There were many Anti-War protests throughout the United Stated on May 9th.,"""Students, Veterans Protest War in Rallies From Coast to Coast,"" Baltimore Sun, May 10, 1972.",,,Hewitt Project,-9,-9,0,-9,"197205090002, 197205090001"
1.97205E+11,1972,5,11,,0,,362,West Germany (FRG),8,Western Europe,Hesse,Frankfurt,50.111445,8.680615,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,,V corps HQ U.S.  Army officers club,217,United States,,,,,,,,,,,,,,,,,Baader-Meinhof Group,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,Explosive; Plastic explosive,1,,,13,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,1,1,1,
1.97205E+11,1972,5,11,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,1,Assassination,,,,,4,Military,29,Military Unit/Patrol/Convoy,British Army,Foot Patrol,216,Great Britain,,,,,,,,,,,,,,,,,Irish Republican Army (IRA),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Sniper,1,,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,0,0,1,1,
1.97205E+11,1972,5,12,,0,,11,Argentina,3,South America,Buenos Aires,Buenos Aires,-34.6037,-58.381503,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,,,,U.S. Firm,217,United States,,,,,,,,,,,,,,,,,Comite Argentino de Lucha Anti-Imperialisto,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,,,,,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
1.97205E+11,1972,5,12,,0,,11,Argentina,3,South America,Buenos Aires,Buenos Aires,-34.6037,-58.381503,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,,,,U.S. Firm,217,United States,,,,,,,,,,,,,,,,,Comite Argentino de Lucha Anti-Imperialisto,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,,,,,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
1.97205E+11,1972,5,12,,0,,11,Argentina,3,South America,Buenos Aires,Buenos Aires,-34.6037,-58.381503,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,,,,U.S. Firm,217,United States,,,,,,,,,,,,,,,,,Comite Argentino de Lucha Anti-Imperialisto,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,,,,,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
1.97205E+11,1972,5,12,,0,,11,Argentina,3,South America,Buenos Aires,Buenos Aires,-34.6037,-58.381503,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,,,,U.S. Firm,217,United States,,,,,,,,,,,,,,,,,Comite Argentino de Lucha Anti-Imperialisto,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,,,,,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
1.97205E+11,1972,5,12,,0,,362,West Germany (FRG),8,Western Europe,Bavaria,Munich,48.139126,11.580186,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,25,Police Security Forces/Officers,,bavarian LKA and police presidium,75,Germany,,,,,,,,,,,,,,,,,Baader-Meinhof Group,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,1,,,1,3,Minor (likely < $1 million),20000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,0,1,1,
1.97205E+11,1972,5,13,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,"Ballymurphy, Belfast",54.597269,-5.930109,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,69,Religion Identified,,"Thomas McIlroy, 50, Catholic",233,Northern Ireland,,,,,,,,,,,,,,,,,Protestant extremists,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Sniper,1,,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,-9,-9,1,1,
1.97205E+11,1972,5,13,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,69,Religion Identified,,"John Pedlow, 17, Protestant",233,Northern Ireland,,,,,,,,,,,,,,,,,Irish Republican Army (IRA),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,1,,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,0,0,1,1,
1.97205E+11,1972,5,13,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,"Ballymurphy, Belfast",54.597269,-5.930109,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,1,Assassination,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",British Army,"Alan Buckley, 22",216,Great Britain,,,,,,,,,,,,,,,,,Irish Republican Army (IRA),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,1,,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,0,0,1,1,
1.97205E+11,1972,5,13,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,"Ballymurphy, Belfast",54.597269,-5.930109,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,69,Religion Identified,Kelly,"John Moran, 17, Catholic",233,Northern Ireland,,,,,,,,,,,,,,,,,Protestant extremists,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,15,Vehicle,,,,,,,,,,,,,Car bomb,1,,,,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,-9,-9,1,1,
1.97205E+11,1972,5,14,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,69,Religion Identified,,"Gerard McCusker, 24, Catholic",233,Northern Ireland,,,,,,,,,,,,,,,,,Protestant extremists,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,1,,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,-9,-9,1,1,
1.97205E+11,1972,5,14,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,"Ballymurphy, Belfast",54.597269,-5.930109,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,69,Religion Identified,,"Martha Campbell, 13, Catholic",233,Northern Ireland,,,,,,,,,,,,,,,,,Protestant extremists,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,1,,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,-9,-9,1,1,
1.97205E+11,1972,5,15,,0,,362,West Germany (FRG),8,Western Europe,Baden-Wurttemberg,Karlsruhe,49.008085,8.403756,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,2,Government (General),18,"Government Personnel (excluding police, military)",,car of wife of  judge wolfgang buddenberg,75,Germany,,,,,,,,,,,,,,,,,Baader-Meinhof Group,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,15,Vehicle,,,,,,,,,,,,,Explosive - pressure activated,0,,,1,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,0,1,1,
1.97205E+11,1972,5,15,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,1,Assassination,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",British Army,"John Hillman, 28",216,Great Britain,,,,,,,,,,,,,,,,,Irish Republican Army (IRA),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Sniper,1,,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,0,0,1,1,
1.97205E+11,1972,5,15,,0,,217,United States,1,North America,New York,New York City,40.728224,-73.794852,1,0,Queens,"5/15/1972: Unknown perpetrators bombed two military troop-transport trucks stationed at the McDonald Army Reserve Center in Queens, New York, United States.  One of the trucks was destroyed and another was slightly damaged.  An unexploded pipe was discovered near the Army Reserve building and the gasoline tank caps were missing from for additional trucks parked at the facility.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Army Reserve Center,Trucks stationed at the Army Reserve Center in Jamaica Queens,217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,To protest and sabotage the US Military,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,,,,,,,,,,,,,Pipe bombs,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,One truck destroyed and another truck slightly damaged,0,,,,,,,0,,,,,,,,,The bombs detonated shortly before dawn.,"""Metropolitan Briefs,"" New York Times, May 15, 1972.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.",,Hewitt Project,-9,-9,0,-9,
1.97205E+11,1972,5,15,,0,,217,United States,1,North America,California,Menlo Park,37.454697,-122.177909,1,0,Bohannon Industrial Park,"5/15/1972: Unknown perpetrators bombed a building housing the offices of M B Associates in Menlo Park, California, United States.  There were no casualties but the offices sustained $10,000 in damages.  M B Associates produced non-lethal weapons that were used by police to contain anti-war protesters at demonstrations in nearby Berkeley and San Francisco.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,7,Retail/Grocery/Bakery,M B Associates,"M B Associates Offices, Menlo Park California",217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,To protest the policing of anti-war demonstrations,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,,,,,,,,,,,,,24-inch pipe bomb,0,0,0,1,1,0,1,3,Minor (likely < $1 million),10000,Windows shattered at office and surrounding buildings,0,,,,,,,0,,,,,,,,,"The bomb was placed in front of the building.  The previous week, there were anti-war demonstrations in Berkeley and San Francisco.","""Riot-Control Gun Company Is Damaged by a Bomb,"" New York Times, May 16, 1972.",,,Hewitt Project,-9,-9,0,-9,
1.97205E+11,1972,5,17,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Greenisland,54.69212,-5.863265,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,69,Religion Identified,,"Bernard Moane, 46, Catholic",233,Northern Ireland,,,,,,,,,,,,,,,,,Ulster Freedom Fighters (UFF),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,1,,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,0,0,1,1,
